"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 03, 2019","10,632.6","10,384.5","10,783.0","10,286.0","11.44K","2.39%"
"Sep 02, 2019","10,384.5","9,767.5","10,464.8","9,753.2","6.15K","6.32%"
"Sep 01, 2019","9,767.5","9,594.2","9,832.0","9,538.8","1.80K","1.81%"
"Aug 31, 2019","9,594.2","9,579.8","9,682.7","9,463.7","1.57K","0.15%"
"Aug 30, 2019","9,579.8","9,490.6","9,698.8","9,350.2","5.32K","1.06%"
"Aug 29, 2019","9,479.4","9,720.2","9,720.2","9,320.0","7.71K","-2.39%"
"Aug 28, 2019","9,711.8","10,167.3","10,275.3","9,555.5","9.30K","-4.48%"
"Aug 27, 2019","10,167.3","10,361.0","10,375.5","10,019.1","4.78K","-1.81%"
"Aug 26, 2019","10,355.1","10,128.8","10,646.5","10,128.8","7.17K","2.14%"
"Aug 25, 2019","10,137.8","10,149.4","10,355.9","9,907.9","3.95K","-0.12%"
"Aug 24, 2019","10,149.7","10,401.6","10,432.0","9,885.5","5.11K","-2.42%"
"Aug 23, 2019","10,401.6","10,112.0","10,470.3","10,051.0","5.56K","2.86%"
"Aug 22, 2019","10,112.0","10,134.8","10,237.5","9,755.5","6.71K","-0.22%"
"Aug 21, 2019","10,134.8","10,772.2","10,807.5","9,853.5","9.81K","-5.93%"
"Aug 20, 2019","10,774.0","10,927.3","10,954.0","10,560.3","5.88K","-1.35%"
"Aug 19, 2019","10,921.1","10,319.0","10,940.0","10,267.6","8.04K","5.83%"
"Aug 18, 2019","10,319.0","10,221.9","10,514.3","10,065.4","3.40K","1.06%"
"Aug 17, 2019","10,210.9","10,354.3","10,472.9","9,975.2","3.91K","-1.39%"
"Aug 16, 2019","10,354.3","10,301.4","10,540.0","9,743.3","11.08K","0.55%"
"Aug 15, 2019","10,298.2","10,023.0","10,444.6","9,483.0","15.08K","2.75%"
"Aug 14, 2019","10,023.0","10,862.3","10,862.3","9,900.0","12.68K","-7.73%"
"Aug 13, 2019","10,862.3","11,385.1","11,446.9","10,742.0","9.00K","-4.59%"
"Aug 12, 2019","11,385.1","11,539.2","11,551.6","11,247.6","3.42K","-1.47%"
"Aug 11, 2019","11,555.0","11,273.2","11,583.6","11,112.1","4.36K","2.50%"
"Aug 10, 2019","11,273.2","11,859.3","11,976.7","11,204.0","7.45K","-4.94%"
"Aug 09, 2019","11,859.3","11,983.4","12,040.0","11,651.0","7.34K","-1.04%"
"Aug 08, 2019","11,983.4","11,971.6","12,061.1","11,473.6","10.14K","0.10%"
"Aug 07, 2019","11,971.9","11,470.0","12,141.7","11,388.0","15.48K","4.38%"
"Aug 06, 2019","11,470.0","11,800.0","12,325.0","11,201.0","16.43K","-2.80%"
"Aug 05, 2019","11,800.0","11,003.0","11,959.4","10,990.9","17.26K","7.40%"
"Aug 04, 2019","10,987.0","10,821.5","11,086.0","10,569.0","7.56K","1.53%"
"Aug 03, 2019","10,821.5","10,529.5","10,919.0","10,502.8","7.00K","2.77%"
"Aug 02, 2019","10,529.5","10,407.7","10,670.0","10,320.5","9.29K","1.17%"
"Aug 01, 2019","10,407.7","10,085.3","10,486.2","9,878.1","7.68K","3.20%"
"Jul 31, 2019","10,085.3","9,593.6","10,119.9","9,574.1","7.92K","5.11%"
"Jul 30, 2019","9,594.7","9,495.4","9,761.0","9,375.7","5.53K","1.05%"
"Jul 29, 2019","9,495.4","9,533.2","9,721.4","9,367.3","5.07K","-0.38%"
"Jul 28, 2019","9,532.0","9,481.4","9,634.5","9,112.1","3.86K","0.53%"
"Jul 27, 2019","9,481.4","9,841.6","10,222.4","9,299.0","9.61K","-3.71%"
"Jul 26, 2019","9,846.9","9,884.0","9,897.5","9,650.0","5.57K","-0.37%"
"Jul 25, 2019","9,884.0","9,763.7","10,187.0","9,734.7","6.38K","1.23%"
"Jul 24, 2019","9,763.7","9,847.0","9,911.5","9,515.0","9.43K","-0.85%"
"Jul 23, 2019","9,847.0","10,328.8","10,328.8","9,808.0","9.04K","-4.67%"
"Jul 22, 2019","10,329.8","10,600.2","10,686.1","10,052.3","9.37K","-2.48%"
"Jul 21, 2019","10,592.3","10,750.1","10,839.1","10,325.0","5.63K","-1.47%"
"Jul 20, 2019","10,750.1","10,533.7","11,111.1","10,388.0","9.96K","2.04%"
"Jul 19, 2019","10,535.4","10,648.6","10,777.0","10,102.6","13.79K","-1.06%"
"Jul 18, 2019","10,648.6","9,699.3","10,797.0","9,280.3","18.29K","9.79%"
"Jul 17, 2019","9,699.3","9,412.8","9,993.0","9,077.7","16.99K","2.88%"
"Jul 16, 2019","9,427.4","10,850.0","11,042.1","9,367.0","20.76K","-13.11%"
"Jul 15, 2019","10,850.0","10,192.9","11,080.4","9,862.1","16.05K","6.37%"
"Jul 14, 2019","10,200.3","11,378.8","11,467.3","10,093.8","12.17K","-10.36%"
"Jul 13, 2019","11,378.8","11,808.9","11,846.6","10,810.0","9.39K","-3.64%"
"Jul 12, 2019","11,808.9","11,352.7","11,942.4","11,085.4","9.18K","4.03%"
"Jul 11, 2019","11,351.2","12,090.1","12,099.0","10,979.0","18.47K","-6.18%"
"Jul 10, 2019","12,099.0","12,567.2","13,200.0","11,550.0","19.84K","-3.77%"
"Jul 09, 2019","12,572.4","12,300.0","12,883.5","12,086.0","15.12K","2.21%"
"Jul 08, 2019","12,300.0","11,470.0","12,398.0","11,332.2","11.90K","7.24%"
"Jul 07, 2019","11,470.0","11,233.2","11,624.4","11,091.1","6.69K","2.05%"
"Jul 06, 2019","11,240.0","10,996.4","11,730.2","10,996.4","7.89K","2.31%"
"Jul 05, 2019","10,986.2","11,139.9","11,439.4","10,769.3","11.89K","-1.47%"
"Jul 04, 2019","11,149.8","11,967.4","12,061.0","11,059.1","11.18K","-6.93%"
"Jul 03, 2019","11,980.0","10,828.9","11,991.6","10,828.9","19.39K","10.63%"
"Jul 02, 2019","10,828.9","10,577.4","10,937.5","9,657.1","20.29K","2.38%"
"Jul 01, 2019","10,577.4","10,760.1","11,200.0","9,971.0","22.94K","-1.60%"
"Jun 30, 2019","10,749.8","11,858.6","12,190.6","10,651.3","12.64K","-9.35%"
"Jun 29, 2019","11,858.6","12,335.1","12,386.5","11,332.2","12.27K","-4.08%"
"Jun 28, 2019","12,363.2","11,155.6","12,446.7","10,750.0","18.73K","10.83%"
"Jun 27, 2019","11,155.6","12,925.8","13,345.2","10,300.0","36.10K","-13.70%"
"Jun 26, 2019","12,925.8","11,751.0","13,861.9","11,667.1","37.49K","9.91%"
"Jun 25, 2019","11,760.0","11,030.0","11,796.4","11,000.0","12.13K","6.62%"
"Jun 24, 2019","11,029.6","10,832.0","11,099.0","10,551.5","8.25K","1.81%"
"Jun 23, 2019","10,833.8","10,667.9","11,247.6","10,483.3","7.27K","1.55%"
"Jun 22, 2019","10,667.9","10,222.1","11,200.0","10,085.5","13.72K","4.33%"
"Jun 21, 2019","10,225.4","9,535.0","10,229.5","9,535.0","12.54K","7.24%"
"Jun 20, 2019","9,535.0","9,278.3","9,600.0","9,211.6","7.87K","2.77%"
"Jun 19, 2019","9,277.9","9,078.8","9,325.8","9,036.2","4.69K","2.19%"
"Jun 18, 2019","9,078.8","9,340.8","9,361.9","8,920.1","11.33K","-2.80%"
"Jun 17, 2019","9,340.8","8,973.0","9,477.7","8,973.0","12.76K","4.09%"
"Jun 16, 2019","8,974.0","8,857.2","9,391.8","8,805.0","15.02K","1.26%"
"Jun 15, 2019","8,862.1","8,694.7","8,912.0","8,626.2","5.28K","1.89%"
"Jun 14, 2019","8,697.5","8,238.0","8,735.1","8,174.9","8.68K","5.59%"
"Jun 13, 2019","8,237.3","8,171.2","8,335.6","8,049.2","7.24K","0.75%"
"Jun 12, 2019","8,176.3","7,915.7","8,264.6","7,821.7","8.58K","3.25%"
"Jun 11, 2019","7,919.1","8,021.1","8,052.5","7,732.4","5.55K","-1.27%"
"Jun 10, 2019","8,021.1","7,633.0","8,064.6","7,526.9","7.15K","5.08%"
"Jun 09, 2019","7,633.0","7,932.3","7,966.6","7,513.5","3.90K","-3.77%"
"Jun 08, 2019","7,932.3","8,002.7","8,059.9","7,780.6","4.87K","-0.86%"
"Jun 07, 2019","8,001.3","7,806.1","8,133.6","7,758.9","9.01K","2.50%"
"Jun 06, 2019","7,806.1","7,785.9","7,874.2","7,459.0","8.74K","0.26%"
"Jun 05, 2019","7,786.0","7,665.5","7,924.5","7,577.8","9.19K","1.47%"
"Jun 04, 2019","7,673.4","8,103.6","8,103.6","7,434.2","15.49K","-5.36%"
"Jun 03, 2019","8,107.6","8,735.8","8,743.3","8,055.9","9.95K","-7.18%"
"Jun 02, 2019","8,734.5","8,556.3","8,834.0","8,546.0","4.26K","2.06%"
"Jun 01, 2019","8,558.4","8,545.8","8,624.7","8,457.3","5.17K","0.13%"
"May 31, 2019","8,547.2","8,269.1","8,590.0","8,109.7","9.96K","3.32%"
"May 30, 2019","8,272.3","8,663.4","9,096.8","8,000.0","15.26K","-4.51%"
"May 29, 2019","8,663.2","8,715.3","8,762.4","8,422.8","7.58K","-0.60%"
"May 28, 2019","8,715.3","8,770.7","8,817.4","8,544.3","6.14K","-0.60%"
"May 27, 2019","8,767.6","8,733.3","8,939.2","8,662.4","8.95K","0.31%"
"May 26, 2019","8,740.3","8,064.6","8,800.0","7,889.0","8.52K","8.38%"
"May 25, 2019","8,064.6","7,999.0","8,158.5","7,940.0","3.36K","0.82%"
"May 24, 2019","7,999.0","7,880.2","8,183.7","7,796.0","9.35K","1.56%"
"May 23, 2019","7,876.5","7,622.9","7,980.0","7,470.5","8.37K","3.30%"
"May 22, 2019","7,625.0","7,955.2","8,045.1","7,516.9","8.40K","-4.15%"
"May 21, 2019","7,955.2","8,005.6","8,117.5","7,690.2","7.52K","-0.63%"
"May 20, 2019","8,005.6","8,200.0","8,200.0","7,582.3","13.43K","-2.37%"
"May 19, 2019","8,200.0","7,255.0","8,300.0","7,250.0","15.58K","12.91%"
"May 18, 2019","7,262.1","7,351.7","7,483.3","7,211.6","7.57K","-1.32%"
"May 17, 2019","7,358.9","7,879.3","7,942.1","6,208.9","27.31K","-6.61%"
"May 16, 2019","7,880.0","8,208.7","8,388.9","7,657.1","17.09K","-4.00%"
"May 15, 2019","8,208.7","7,986.0","8,296.5","7,838.4","16.62K","2.79%"
"May 14, 2019","7,986.0","7,810.0","8,335.0","7,619.0","18.88K","2.32%"
"May 13, 2019","7,805.0","6,974.4","8,166.0","6,864.2","27.30K","11.91%"
"May 12, 2019","6,974.4","7,214.7","7,584.6","6,773.0","27.41K","-3.39%"
"May 11, 2019","7,219.0","6,342.8","7,432.4","6,338.9","22.33K","13.81%"
"May 10, 2019","6,342.8","6,147.4","6,419.4","6,106.0","13.82K","3.18%"
"May 09, 2019","6,147.4","5,951.8","6,172.0","5,934.1","9.09K","3.58%"
"May 08, 2019","5,934.9","5,743.2","5,983.8","5,661.5","6.32K","3.34%"
"May 07, 2019","5,743.2","5,685.5","5,970.0","5,685.5","10.74K","1.02%"
"May 06, 2019","5,685.5","5,709.3","5,755.8","5,562.4","6.83K","-0.42%"
"May 05, 2019","5,709.3","5,764.6","5,782.1","5,629.6","5.16K","-0.96%"
"May 04, 2019","5,764.6","5,658.2","5,846.1","5,516.4","8.53K","1.91%"
"May 03, 2019","5,656.4","5,385.0","5,796.6","5,364.6","12.71K","4.99%"
"May 02, 2019","5,387.5","5,318.4","5,422.9","5,305.0","5.91K","1.30%"
"May 01, 2019","5,318.4","5,269.0","5,356.1","5,263.0","4.21K","1.04%"
"Apr 30, 2019","5,263.8","5,150.2","5,287.4","5,127.0","5.06K","2.23%"
"Apr 29, 2019","5,149.1","5,161.0","5,188.4","5,071.6","5.75K","-0.23%"
"Apr 28, 2019","5,161.0","5,168.9","5,213.2","5,100.0","3.96K","-0.15%"
"Apr 27, 2019","5,168.9","5,155.2","5,218.3","5,113.3","4.04K","0.26%"
"Apr 26, 2019","5,155.7","5,132.5","5,495.3","5,046.3","15.03K","0.29%"
"Apr 25, 2019","5,140.6","5,445.3","5,510.0","4,992.5","9.89K","-5.60%"
"Apr 24, 2019","5,445.3","5,531.3","5,623.1","5,372.5","10.53K","-1.55%"
"Apr 23, 2019","5,531.3","5,386.8","5,618.3","5,363.2","10.13K","2.68%"
"Apr 22, 2019","5,386.8","5,295.6","5,438.8","5,249.0","7.13K","1.64%"
"Apr 21, 2019","5,299.7","5,318.9","5,346.9","5,217.3","4.63K","-0.36%"
"Apr 20, 2019","5,318.9","5,289.9","5,363.0","5,255.0","3.67K","0.55%"
"Apr 19, 2019","5,289.9","5,281.6","5,358.0","5,180.4","5.29K","0.16%"
"Apr 18, 2019","5,281.6","5,233.7","5,314.2","5,218.9","6.39K","0.91%"
"Apr 17, 2019","5,233.7","5,205.2","5,270.0","5,175.0","6.74K","0.55%"
"Apr 16, 2019","5,205.0","5,028.8","5,230.0","5,016.6","7.67K","3.50%"
"Apr 15, 2019","5,028.8","5,162.7","5,192.0","4,949.0","7.42K","-2.59%"
"Apr 14, 2019","5,162.7","5,063.6","5,185.0","5,015.9","3.44K","1.96%"
"Apr 13, 2019","5,063.6","5,076.4","5,122.0","5,036.9","4.52K","-0.25%"
"Apr 12, 2019","5,076.4","5,040.2","5,122.5","4,912.0","8.06K","0.72%"
"Apr 11, 2019","5,040.2","5,316.4","5,344.3","4,969.2","15.05K","-5.27%"
"Apr 10, 2019","5,320.9","5,192.6","5,462.9","5,163.9","10.72K","2.47%"
"Apr 09, 2019","5,192.5","5,287.9","5,289.0","5,136.0","9.41K","-1.80%"
"Apr 08, 2019","5,287.9","5,190.9","5,346.3","5,127.7","13.34K","1.81%"
"Apr 07, 2019","5,193.7","5,041.4","5,252.6","5,028.3","10.87K","3.02%"
"Apr 06, 2019","5,041.4","5,038.8","5,240.0","4,902.5","10.05K","0.05%"
"Apr 05, 2019","5,038.8","4,907.9","5,067.2","4,883.8","13.02K","2.67%"
"Apr 04, 2019","4,907.9","4,978.2","5,074.6","4,778.6","15.90K","-1.37%"
"Apr 03, 2019","4,976.2","4,899.0","5,342.8","4,820.7","29.32K","1.56%"
"Apr 02, 2019","4,899.6","4,133.9","5,072.5","4,130.6","30.69K","18.45%"
"Apr 01, 2019","4,136.3","4,096.1","4,150.0","4,052.6","7.23K","0.98%"
"Mar 31, 2019","4,096.1","4,094.9","4,101.7","4,074.3","2.40K","0.03%"
"Mar 30, 2019","4,094.9","4,090.5","4,130.4","4,040.0","3.93K","0.11%"
"Mar 29, 2019","4,090.4","4,012.2","4,102.2","4,005.0","8.39K","1.95%"
"Mar 28, 2019","4,012.2","4,025.6","4,025.6","3,992.8","3.93K","-0.33%"
"Mar 27, 2019","4,025.5","3,922.6","4,036.9","3,912.2","8.15K","2.62%"
"Mar 26, 2019","3,922.6","3,910.5","3,936.4","3,880.2","4.32K","0.31%"
"Mar 25, 2019","3,910.5","3,970.0","3,980.2","3,850.4","6.91K","-1.50%"
"Mar 24, 2019","3,970.0","3,982.5","3,982.5","3,942.0","2.20K","-0.31%"
"Mar 23, 2019","3,982.5","3,982.1","4,001.2","3,957.1","2.26K","0.01%"
"Mar 22, 2019","3,982.1","3,974.2","4,000.8","3,958.9","3.45K","0.20%"
"Mar 21, 2019","3,974.2","4,031.6","4,055.4","3,920.0","7.56K","-1.46%"
"Mar 20, 2019","4,033.3","3,998.1","4,050.0","3,962.6","6.25K","0.88%"
"Mar 19, 2019","3,998.1","3,969.5","4,012.6","3,948.3","5.32K","0.72%"
"Mar 18, 2019","3,969.5","3,965.6","4,016.5","3,929.8","5.42K","0.10%"
"Mar 17, 2019","3,965.5","3,990.0","3,992.4","3,930.3","2.71K","-0.61%"
"Mar 16, 2019","3,990.0","3,901.2","4,040.0","3,899.1","6.96K","2.28%"
"Mar 15, 2019","3,901.2","3,854.8","3,910.0","3,843.1","6.42K","1.20%"
"Mar 14, 2019","3,854.8","3,848.5","3,900.0","3,775.0","5.17K","0.12%"
"Mar 13, 2019","3,850.1","3,859.7","3,874.7","3,822.2","4.28K","-0.25%"
"Mar 12, 2019","3,859.7","3,849.3","3,877.7","3,796.0","5.79K","0.27%"
"Mar 11, 2019","3,849.3","3,897.9","3,912.9","3,813.2","6.61K","-1.25%"
"Mar 10, 2019","3,897.9","3,916.4","3,916.4","3,862.0","3.00K","-0.56%"
"Mar 09, 2019","3,919.7","3,844.6","3,949.1","3,835.7","5.13K","1.95%"
"Mar 08, 2019","3,844.6","3,856.6","3,922.0","3,760.1","7.71K","-0.31%"
"Mar 07, 2019","3,856.6","3,851.3","3,891.0","3,826.8","7.96K","0.13%"
"Mar 06, 2019","3,851.6","3,844.1","3,891.7","3,808.8","6.41K","0.19%"
"Mar 05, 2019","3,844.1","3,698.7","3,870.5","3,690.0","7.28K","3.93%"
"Mar 04, 2019","3,698.6","3,789.7","3,806.9","3,670.0","7.29K","-2.40%"
"Mar 03, 2019","3,789.5","3,810.5","3,822.4","3,760.0","2.51K","-0.55%"
"Mar 02, 2019","3,810.5","3,805.0","3,818.8","3,760.1","3.26K","0.09%"
"Mar 01, 2019","3,807.1","3,791.4","3,845.3","3,789.5","4.76K","0.41%"
"Feb 28, 2019","3,791.4","3,799.3","3,890.0","3,755.0","6.75K","-0.21%"
"Feb 27, 2019","3,799.3","3,795.1","3,822.9","3,659.0","7.60K","0.11%"
"Feb 26, 2019","3,795.1","3,820.7","3,830.0","3,764.1","6.54K","-0.67%"
"Feb 25, 2019","3,820.7","3,730.7","3,861.8","3,730.7","8.84K","2.41%"
"Feb 24, 2019","3,730.7","4,113.5","4,190.0","3,715.0","13.74K","-9.28%"
"Feb 23, 2019","4,112.2","3,939.8","4,157.9","3,908.7","7.97K","4.37%"
"Feb 22, 2019","3,939.8","3,900.4","3,957.0","3,882.6","6.59K","1.01%"
"Feb 21, 2019","3,900.4","3,936.8","3,989.0","3,866.3","8.06K","-0.92%"
"Feb 20, 2019","3,936.5","3,889.9","3,967.5","3,865.0","9.85K","1.20%"
"Feb 19, 2019","3,889.9","3,869.8","4,000.0","3,840.1","12.53K","0.52%"
"Feb 18, 2019","3,869.8","3,625.6","3,916.5","3,614.8","15.57K","6.74%"
"Feb 17, 2019","3,625.6","3,578.7","3,663.3","3,554.0","5.02K","1.28%"
"Feb 16, 2019","3,579.9","3,566.3","3,609.0","3,562.0","3.44K","0.39%"
"Feb 15, 2019","3,565.9","3,560.5","3,620.5","3,544.9","6.23K","0.15%"
"Feb 14, 2019","3,560.5","3,574.9","3,590.7","3,532.7","5.91K","-0.40%"
"Feb 13, 2019","3,574.9","3,585.9","3,629.8","3,541.0","7.99K","-0.31%"
"Feb 12, 2019","3,585.9","3,588.7","3,619.9","3,548.3","10.08K","-0.08%"
"Feb 11, 2019","3,588.7","3,650.4","3,652.6","3,578.7","7.93K","-1.69%"
"Feb 10, 2019","3,650.4","3,622.6","3,659.0","3,576.2","4.16K","0.77%"
"Feb 09, 2019","3,622.6","3,622.9","3,639.7","3,590.0","4.06K","-0.01%"
"Feb 08, 2019","3,622.9","3,359.3","3,711.0","3,340.2","14.39K","7.85%"
"Feb 07, 2019","3,359.3","3,364.6","3,383.3","3,350.0","4.29K","-0.23%"
"Feb 06, 2019","3,367.0","3,430.1","3,445.5","3,330.0","6.14K","-1.80%"
"Feb 05, 2019","3,428.7","3,409.8","3,435.0","3,396.0","4.04K","0.52%"
"Feb 04, 2019","3,410.9","3,414.8","3,439.1","3,394.9","3.24K","-0.12%"
"Feb 03, 2019","3,414.8","3,462.8","3,473.3","3,384.7","2.81K","-1.39%"
"Feb 02, 2019","3,462.8","3,434.8","3,485.0","3,410.9","3.06K","0.81%"
"Feb 01, 2019","3,434.8","3,413.1","3,459.3","3,367.1","6.66K","0.75%"
"Jan 31, 2019","3,409.3","3,437.4","3,473.8","3,393.2","5.95K","-0.82%"
"Jan 30, 2019","3,437.4","3,390.5","3,460.4","3,372.3","5.71K","1.20%"
"Jan 29, 2019","3,396.7","3,431.4","3,438.8","3,337.1","7.28K","-0.96%"
"Jan 28, 2019","3,429.5","3,533.2","3,536.8","3,371.3","10.35K","-2.94%"
"Jan 27, 2019","3,533.2","3,555.6","3,564.1","3,471.5","3.85K","-0.63%"
"Jan 26, 2019","3,555.6","3,563.5","3,657.9","3,537.0","2.70K","-0.12%"
"Jan 25, 2019","3,560.0","3,570.7","3,578.8","3,512.2","4.96K","-0.30%"
"Jan 24, 2019","3,570.7","3,552.3","3,598.0","3,524.0","4.49K","0.52%"
"Jan 23, 2019","3,552.3","3,576.8","3,615.8","3,518.0","6.17K","-0.69%"
"Jan 22, 2019","3,577.1","3,531.5","3,615.8","3,401.4","6.88K","1.29%"
"Jan 21, 2019","3,531.5","3,536.7","3,568.4","3,488.8","5.82K","-0.07%"
"Jan 20, 2019","3,533.8","3,684.5","3,703.3","3,475.0","5.59K","-4.09%"
"Jan 19, 2019","3,684.5","3,609.2","3,764.4","3,603.2","4.08K","2.08%"
"Jan 18, 2019","3,609.2","3,640.0","3,641.9","3,577.1","5.02K","-0.85%"
"Jan 17, 2019","3,640.1","3,605.9","3,660.0","3,538.5","7.50K","0.95%"
"Jan 16, 2019","3,605.9","3,582.0","3,669.0","3,570.5","7.68K","0.69%"
"Jan 15, 2019","3,581.3","3,664.3","3,687.0","3,538.0","8.06K","-2.26%"
"Jan 14, 2019","3,664.3","3,515.9","3,713.0","3,506.5","9.93K","4.22%"
"Jan 13, 2019","3,515.9","3,617.1","3,651.1","3,480.8","5.91K","-2.78%"
"Jan 12, 2019","3,616.6","3,628.3","3,650.4","3,562.0","3.19K","-0.43%"
"Jan 11, 2019","3,632.0","3,627.5","3,700.0","3,571.3","10.57K","0.12%"
"Jan 10, 2019","3,627.5","4,002.2","4,036.2","3,558.0","16.12K","-9.36%"
"Jan 09, 2019","4,002.2","3,993.5","4,045.9","3,955.0","7.39K","0.22%"
"Jan 08, 2019","3,993.5","4,005.4","4,109.2","3,934.7","11.82K","-0.23%"
"Jan 07, 2019","4,002.9","4,040.7","4,070.0","3,964.0","7.45K","-0.94%"
"Jan 06, 2019","4,040.7","3,791.8","4,090.0","3,758.0","5.40K","6.56%"
"Jan 05, 2019","3,791.8","3,816.2","3,884.4","3,780.9","3.66K","-0.67%"
"Jan 04, 2019","3,817.6","3,787.8","3,850.3","3,732.4","7.45K","0.79%"
"Jan 03, 2019","3,787.8","3,885.9","3,893.4","3,760.0","4.80K","-2.52%"
"Jan 02, 2019","3,885.9","3,823.4","3,916.8","3,770.0","5.53K","1.63%"
"Jan 01, 2019","3,823.4","3,693.9","3,845.5","3,631.2","5.15K","3.64%"
"Dec 31, 2018","3,689.3","3,830.6","3,840.1","3,630.0","6.66K","-3.82%"
"Dec 30, 2018","3,835.8","3,729.6","3,863.1","3,689.6","5.74K","3.05%"
"Dec 29, 2018","3,722.2","3,885.0","3,961.9","3,704.0","6.90K","-4.19%"
"Dec 28, 2018","3,885.0","3,591.7","3,966.6","3,575.9","13.06K","8.17%"
"Dec 27, 2018","3,591.7","3,810.0","3,841.2","3,566.0","11.85K","-5.73%"
"Dec 26, 2018","3,810.0","3,780.0","3,863.3","3,678.8","10.06K","0.79%"
"Dec 25, 2018","3,780.0","4,036.0","4,049.2","3,676.6","11.80K","-6.34%"
"Dec 24, 2018","4,036.0","3,943.8","4,236.8","3,943.8","12.02K","2.34%"
"Dec 23, 2018","3,943.8","3,980.9","4,051.0","3,904.8","4.61K","-0.93%"
"Dec 22, 2018","3,980.9","3,842.9","3,997.9","3,780.1","7.70K","3.74%"
"Dec 21, 2018","3,837.5","4,073.8","4,159.0","3,772.0","16.97K","-5.80%"
"Dec 20, 2018","4,073.8","3,684.5","4,172.1","3,656.8","25.99K","10.63%"
"Dec 19, 2018","3,682.4","3,667.2","3,920.0","3,642.7","21.13K","0.42%"
"Dec 18, 2018","3,667.2","3,496.7","3,681.1","3,429.2","13.80K","4.87%"
"Dec 17, 2018","3,496.7","3,193.8","3,590.0","3,185.8","16.39K","9.49%"
"Dec 16, 2018","3,193.8","3,179.5","3,259.4","3,178.2","6.03K","0.45%"
"Dec 15, 2018","3,179.5","3,195.8","3,230.0","3,122.3","5.81K","-0.51%"
"Dec 14, 2018","3,195.8","3,262.7","3,288.5","3,135.6","14.44K","-2.05%"
"Dec 13, 2018","3,262.7","3,430.2","3,440.9","3,223.0","11.72K","-4.88%"
"Dec 12, 2018","3,430.2","3,353.4","3,487.3","3,327.8","7.28K","2.29%"
"Dec 11, 2018","3,353.4","3,408.0","3,427.3","3,294.3","8.95K","-1.60%"
"Dec 10, 2018","3,408.0","3,529.8","3,584.5","3,356.7","10.38K","-3.45%"
"Dec 09, 2018","3,529.8","3,398.8","3,632.9","3,378.3","8.01K","3.85%"
"Dec 08, 2018","3,398.8","3,380.7","3,488.1","3,241.0","10.18K","0.42%"
"Dec 07, 2018","3,384.6","3,435.5","3,530.0","3,210.0","26.55K","-1.48%"
"Dec 06, 2018","3,435.5","3,697.0","3,843.2","3,415.2","15.49K","-7.16%"
"Dec 05, 2018","3,700.4","3,903.5","3,913.5","3,669.5","13.44K","-5.20%"
"Dec 04, 2018","3,903.5","3,834.3","4,032.4","3,730.0","12.25K","1.80%"
"Dec 03, 2018","3,834.3","4,102.0","4,113.5","3,748.5","10.74K","-6.53%"
"Dec 02, 2018","4,102.1","4,140.4","4,265.0","4,030.0","7.01K","-0.93%"
"Dec 01, 2018","4,140.4","3,971.1","4,264.1","3,904.3","6.41K","4.26%"
"Nov 30, 2018","3,971.1","4,249.8","4,298.0","3,861.0","14.43K","-6.45%"
"Nov 29, 2018","4,245.0","4,219.8","4,409.8","4,087.0","15.94K","0.59%"
"Nov 28, 2018","4,220.2","3,771.0","4,355.1","3,771.0","22.99K","11.91%"
"Nov 27, 2018","3,771.0","3,729.9","3,828.6","3,550.0","16.81K","1.17%"
"Nov 26, 2018","3,727.3","3,938.9","4,069.6","3,522.9","24.36K","-5.37%"
"Nov 25, 2018","3,938.9","3,782.6","4,112.0","3,474.7","26.97K","4.05%"
"Nov 24, 2018","3,785.6","4,288.3","4,370.9","3,638.5","14.24K","-11.72%"
"Nov 23, 2018","4,288.3","4,268.4","4,361.6","4,062.9","13.35K","0.57%"
"Nov 22, 2018","4,264.0","4,538.0","4,589.5","4,195.0","10.25K","-6.04%"
"Nov 21, 2018","4,538.0","4,352.0","4,632.0","4,247.3","20.68K","4.28%"
"Nov 20, 2018","4,351.9","4,731.0","4,897.4","4,048.6","39.77K","-7.98%"
"Nov 19, 2018","4,729.3","5,559.1","5,559.1","4,694.4","28.91K","-14.93%"
"Nov 18, 2018","5,559.3","5,503.4","5,649.6","5,501.4","2.58K","1.02%"
"Nov 17, 2018","5,503.4","5,508.7","5,550.7","5,452.6","2.73K","-0.10%"
"Nov 16, 2018","5,508.7","5,585.0","5,607.0","5,415.9","8.08K","-1.37%"
"Nov 15, 2018","5,585.0","5,597.5","5,640.0","5,199.8","19.96K","-0.23%"
"Nov 14, 2018","5,597.8","6,260.9","6,298.5","5,324.0","25.12K","-10.51%"
"Nov 13, 2018","6,255.0","6,318.0","6,328.4","6,244.4","3.63K","-1.00%"
"Nov 12, 2018","6,318.0","6,359.0","6,386.6","6,298.5","3.53K","-0.64%"
"Nov 11, 2018","6,359.0","6,349.3","6,365.0","6,273.7","1.72K","0.15%"
"Nov 10, 2018","6,349.3","6,328.1","6,377.3","6,323.7","1.52K","0.38%"
"Nov 09, 2018","6,325.0","6,405.5","6,418.2","6,307.0","3.22K","-1.26%"
"Nov 08, 2018","6,405.5","6,501.0","6,511.3","6,390.4","3.97K","-1.47%"
"Nov 07, 2018","6,501.0","6,447.5","6,542.3","6,442.5","4.82K","0.84%"
"Nov 06, 2018","6,447.1","6,405.0","6,460.0","6,383.2","4.27K","0.68%"
