"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 23, 2019","7,320.4","7,285.9","7,356.5","7,102.2","5.55K","0.47%"
"Nov 22, 2019","7,285.9","7,611.5","7,714.7","6,785.0","20.12K","-4.37%"
"Nov 21, 2019","7,618.5","8,088.4","8,116.9","7,394.1","9.38K","-5.81%"
"Nov 20, 2019","8,088.4","8,127.6","8,231.0","8,029.1","3.00K","-0.41%"
"Nov 19, 2019","8,121.6","8,170.6","8,197.8","7,992.0","4.41K","-0.68%"
"Nov 18, 2019","8,176.9","8,499.3","8,508.4","8,014.0","4.83K","-3.79%"
"Nov 17, 2019","8,499.3","8,484.6","8,630.0","8,375.0","2.07K","0.17%"
"Nov 16, 2019","8,484.6","8,463.5","8,539.5","8,423.0","1.18K","0.25%"
"Nov 15, 2019","8,463.5","8,636.9","8,771.9","8,363.6","5.21K","-2.01%"
"Nov 14, 2019","8,636.9","8,765.5","8,791.8","8,555.0","3.41K","-1.35%"
"Nov 13, 2019","8,755.2","8,813.9","8,837.5","8,701.0","3.19K","-0.67%"
"Nov 12, 2019","8,813.9","8,720.4","8,872.5","8,550.0","4.72K","1.13%"
"Nov 11, 2019","8,715.0","9,024.5","9,075.3","8,598.0","6.40K","-3.43%"
"Nov 10, 2019","9,024.5","8,812.2","9,141.0","8,750.8","2.66K","2.41%"
"Nov 09, 2019","8,812.2","8,767.4","8,876.9","8,720.0","2.27K","0.51%"
"Nov 08, 2019","8,767.4","9,209.3","9,253.4","8,666.0","9.70K","-4.70%"
"Nov 07, 2019","9,199.4","9,344.8","9,373.5","9,080.0","3.98K","-1.56%"
"Nov 06, 2019","9,344.8","9,320.1","9,448.1","9,254.7","4.67K","0.25%"
"Nov 05, 2019","9,321.6","9,410.8","9,484.9","9,167.3","4.98K","-0.97%"
"Nov 04, 2019","9,413.3","9,207.0","9,582.8","9,122.4","4.96K","2.24%"
"Nov 03, 2019","9,207.0","9,304.8","9,383.2","9,067.0","2.54K","-0.96%"
"Nov 02, 2019","9,296.1","9,250.5","9,396.9","9,201.2","2.70K","0.49%"
"Nov 01, 2019","9,250.5","9,150.1","9,303.5","9,054.6","6.64K","1.01%"
"Oct 31, 2019","9,158.1","9,159.9","9,433.9","8,961.5","10.11K","-0.09%"
"Oct 30, 2019","9,166.7","9,426.9","9,437.1","8,985.3","8.81K","-2.76%"
"Oct 29, 2019","9,426.9","9,216.4","9,562.6","9,064.8","9.06K","2.23%"
"Oct 28, 2019","9,221.4","9,557.1","9,950.0","9,179.0","14.72K","-3.51%"
"Oct 27, 2019","9,557.1","9,252.8","9,815.5","9,102.9","17.78K","3.30%"
"Oct 26, 2019","9,251.4","8,662.7","10,339.4","8,642.7","38.75K","6.80%"
"Oct 25, 2019","8,662.7","7,435.0","8,784.3","7,394.1","19.12K","16.64%"
"Oct 24, 2019","7,427.0","7,470.8","7,511.4","7,356.0","4.99K","-0.69%"
"Oct 23, 2019","7,478.7","8,021.6","8,050.7","7,297.0","13.31K","-6.78%"
"Oct 22, 2019","8,022.3","8,209.3","8,314.8","7,995.5","5.68K","-2.33%"
"Oct 21, 2019","8,213.7","8,235.7","8,350.0","8,156.0","4.92K","-0.27%"
"Oct 20, 2019","8,235.7","7,960.5","8,310.5","7,875.0","6.36K","3.46%"
"Oct 19, 2019","7,960.5","7,950.5","8,091.3","7,876.1","3.46K","0.07%"
"Oct 18, 2019","7,955.1","8,072.6","8,120.2","7,811.6","5.61K","-1.46%"
"Oct 17, 2019","8,072.6","7,995.9","8,130.7","7,936.7","5.40K","0.96%"
"Oct 16, 2019","7,995.9","8,155.1","8,179.1","7,912.7","8.64K","-1.95%"
"Oct 15, 2019","8,155.1","8,363.0","8,420.8","8,090.8","5.06K","-2.49%"
"Oct 14, 2019","8,363.0","8,283.0","8,402.6","8,217.0","4.29K","1.05%"
"Oct 13, 2019","8,276.2","8,303.4","8,474.5","8,147.0","4.45K","-0.33%"
"Oct 12, 2019","8,303.4","8,265.5","8,427.8","8,254.7","1.83K","0.46%"
"Oct 11, 2019","8,265.5","8,582.1","8,818.0","8,228.2","7.82K","-3.69%"
"Oct 10, 2019","8,582.1","8,586.3","8,666.8","8,450.6","7.44K","-0.05%"
"Oct 09, 2019","8,586.7","8,178.5","8,700.0","8,111.3","11.63K","4.92%"
"Oct 08, 2019","8,183.9","8,205.5","8,344.1","8,109.7","3.58K","-0.26%"
"Oct 07, 2019","8,205.5","7,854.1","8,312.9","7,770.0","9.36K","4.47%"
"Oct 06, 2019","7,854.1","8,145.2","8,175.6","7,772.7","6.45K","-3.57%"
"Oct 05, 2019","8,145.2","8,152.1","8,195.0","8,016.3","4.45K","-0.08%"
"Oct 04, 2019","8,152.1","8,239.9","8,244.9","8,008.5","6.28K","-1.07%"
"Oct 03, 2019","8,239.9","8,373.4","8,417.0","8,080.0","8.70K","-1.59%"
"Oct 02, 2019","8,373.4","8,319.0","8,393.4","8,174.0","4.95K","0.65%"
"Oct 01, 2019","8,319.0","8,298.5","8,530.5","8,195.4","10.22K","0.12%"
"Sep 30, 2019","8,309.5","8,050.1","8,358.0","7,722.9","9.52K","3.25%"
"Sep 29, 2019","8,047.6","8,210.0","8,244.1","7,904.0","5.37K","-1.98%"
"Sep 28, 2019","8,210.0","8,188.4","8,345.8","8,019.9","6.32K","0.15%"
"Sep 27, 2019","8,197.4","8,055.0","8,294.0","7,866.0","10.17K","1.67%"
"Sep 26, 2019","8,062.6","8,432.2","8,466.0","7,734.0","16.66K","-4.34%"
"Sep 25, 2019","8,428.1","8,536.8","8,746.0","8,223.9","17.54K","-1.36%"
"Sep 24, 2019","8,544.5","9,682.2","9,782.0","8,000.0","28.15K","-11.75%"
"Sep 23, 2019","9,682.2","10,020.6","10,048.1","9,607.0","5.45K","-3.38%"
"Sep 22, 2019","10,020.6","9,985.3","10,093.2","9,842.3","3.21K","0.48%"
"Sep 21, 2019","9,973.0","10,169.0","10,180.4","9,919.4","4.15K","-1.93%"
"Sep 20, 2019","10,169.0","10,271.5","10,308.0","10,057.4","4.46K","-1.00%"
"Sep 19, 2019","10,271.5","10,152.1","10,378.7","9,600.0","7.46K","1.18%"
"Sep 18, 2019","10,152.1","10,195.7","10,263.7","10,085.2","3.95K","-0.30%"
"Sep 17, 2019","10,182.9","10,270.0","10,280.5","10,130.6","5.08K","-0.85%"
"Sep 16, 2019","10,270.0","10,305.7","10,378.1","10,072.0","5.50K","-0.35%"
"Sep 15, 2019","10,305.7","10,355.4","10,383.2","10,258.5","2.30K","-0.48%"
"Sep 14, 2019","10,355.4","10,368.7","10,440.2","10,222.9","2.66K","-0.13%"
"Sep 13, 2019","10,368.7","10,424.7","10,458.1","10,157.9","3.76K","-0.50%"
"Sep 12, 2019","10,420.3","10,154.5","10,464.4","10,030.3","4.72K","2.52%"
"Sep 11, 2019","10,163.8","10,096.0","10,243.0","9,857.0","4.61K","0.67%"
"Sep 10, 2019","10,096.0","10,307.5","10,390.1","9,932.3","4.66K","-2.05%"
"Sep 09, 2019","10,307.5","10,400.2","10,541.3","10,064.5","6.06K","-0.89%"
"Sep 08, 2019","10,400.2","10,484.4","10,593.5","10,244.5","3.13K","-0.80%"
"Sep 07, 2019","10,484.4","10,317.1","10,580.0","10,297.6","3.15K","1.64%"
"Sep 06, 2019","10,315.3","10,573.7","10,944.8","10,204.8","10.70K","-2.55%"
"Sep 05, 2019","10,585.0","10,586.3","10,664.1","10,462.0","4.56K","0.03%"
"Sep 04, 2019","10,581.4","10,632.6","10,834.2","10,383.7","10.09K","-0.48%"
